-3	-0.0296	0.1532	-0.0179
-2.5	-0.0236	0.1524	-0.0152
-2	-0.0182	0.1517	-0.0124
-1.5	-0.0132	0.1512	-0.0094
-1	-0.0085	0.1508	-0.0063
-0.5	-0.0042	0.1505	-0.0032
0	0.0000	0.1505	0.0000
0.5	0.0042	0.1505	0.0032
1	0.0085	0.1508	0.0063
1.5	0.0132	0.1512	0.0094
2	0.0182	0.1517	0.0124
2.5	0.0236	0.1524	0.0152
3	0.0296	0.1532	0.0179
3.5	0.0363	0.1542	0.0204
4	0.0438	0.1554	0.0226
4.5	0.0521	0.1567	0.0246
5	0.0612	0.1582	0.0264
5.5	0.0710	0.1598	0.0279
6	0.0817	0.1615	0.0291
6.5	0.0930	0.1634	0.0301
7	0.1050	0.1655	0.0309
7.5	0.1175	0.1677	0.0313
8	0.1306	0.1700	0.0316
8.5	0.1443	0.1725	0.0316
9	0.1584	0.1751	0.0313
9.5	0.1729	0.1778	0.0309
10	0.1878	0.1806	0.0302
10.5	0.2030	0.1836	0.0293
11	0.2186	0.1866	0.0283
11.5	0.2346	0.1898	0.0270
12	0.2508	0.1931	0.0255
12.5	0.2672	0.1964	0.0239
13	0.2840	0.1999	0.0221
13.5	0.3009	0.2034	0.0201
14	0.3180	0.2071	0.0180
14.5	0.3354	0.2108	0.0157
15	0.3528	0.2146	0.0133
15.5	0.3705	0.2185	0.0107
16	0.3882	0.2224	0.0080
16.5	0.4061	0.2264	0.0052
20	0.3555	0.2334	-0.0028
30	0.2811	0.2582	-0.0360
40	0.2404	0.2866	-0.0532
50	0.2031	0.3132	-0.0651
60	0.1600	0.3325	-0.0732
70	0.1098	0.3396	-0.0777
80	0.0549	0.3304	-0.0785
90	0.0000	0.3030	-0.0757
100	-0.0384	0.3304	-0.0882
110	-0.0769	0.3396	-0.0975
120	-0.1120	0.3325	-0.1036
130	-0.1422	0.3132	-0.1074
140	-0.1683	0.2866	-0.1113
150	-0.1968	0.2582	-0.1208
160	-0.2488	0.2334	-0.1547
170	0.1493	0.2166	-0.5000
180	0.0000	0.2107	0.0000

Reynolds Number: 5e3
BV Dyn. Stall Model - Positive Stall AOA (deg): 1.0
BV Dyn. Stall Model - Negative Stall AOA (deg): -1.0
LB Dyn. Stall Model - Lift Coeff. Slope at Zero Lift AOA (per radian): 5.73
LB Dyn. Stall Model - Positive Critical Lift Coeff.: 1
LB Dyn. Stall Model - Negative Critical Lift Coeff.: -1
AOA (deg) CL CD Cm25
-180	0.0000	0.1685	0.0000
-170	-0.1154	0.1744	0.4000
-160	0.2070	0.1909	0.0028
-150	0.1682	0.2155	0.0114
-140	0.1469	0.2440	0.0198
-130	0.1260	0.2715	0.0276
-120	0.1004	0.2928	0.0338
-110	0.0695	0.3031	0.0373
-100	0.0350	0.2989	0.0375
-90	0.0000	0.2780	0.0339
-80	-0.0350	0.2989	0.0414
-70	-0.0695	0.3031	0.0457
-60	-0.1004	0.2928	0.0468
-50	-0.1260	0.2715	0.0456
-40	-0.1469	0.2440	0.0436
-30	-0.1682	0.2155	0.0440
-25	-0.1833	0.2024	0.0659
-24.5	-0.1851	0.2012	0.0615
-24	-0.1871	0.2000	0.0571
-23.5	-0.1891	0.1988	0.0528
-23	-0.1913	0.1976	0.0486
-22.5	-0.1936	0.1964	0.0444
-22	-0.1960	0.1953	0.0403
-21.5	-0.1985	0.1941	0.0363
-21	-0.2012	0.1930	0.0323
-20.5	-0.2040	0.1920	0.0284
-20	-0.2070	0.1909	0.0246
-19.5	-0.2102	0.1898	0.0208
-19	-0.2135	0.1888	0.0172
-18.5	-0.2171	0.1878	0.0136
-18	-0.2209	0.1868	0.0100
-17.5	-0.2250	0.1859	0.0066
-17	-0.2294	0.1849	0.0033
-16.5	-0.2341	0.1840	0.0000
-16	-0.3124	0.1787	-0.0031
-15.5	-0.2921	0.1739	-0.0062
-15	-0.2720	0.1692	-0.0091
-14.5	-0.2520	0.1646	-0.0119
-14	-0.2321	0.1600	-0.0146
-13.5	-0.2124	0.1556	-0.0172
-13	-0.1928	0.1513	-0.0197
-12.5	-0.1734	0.1471	-0.0220
-12	-0.1544	0.1429	-0.0242
-11.5	-0.1356	0.1389	-0.0262
-11	-0.1172	0.1350	-0.0281
-10.5	-0.0991	0.1311	-0.0298
-10	-0.0815	0.1274	-0.0313
-9.5	-0.0644	0.1238	-0.0326
-9	-0.0478	0.1203	-0.0337
-8.5	-0.0319	0.1170	-0.0346
-8	-0.0167	0.1138	-0.0353
-7.5	-0.0024	0.1107	-0.0356
-7	0.0109	0.1079	-0.0358
-6.5	0.0231	0.1052	-0.0356
-6	0.0339	0.1027	-0.0350
-5.5	0.0431	0.1005	-0.0341
-5	0.0504	0.0985	-0.0328
-4.5	0.0556	0.0967	-0.0310
-4	0.0586	0.0952	-0.0289
-3.5	0.0594	0.0939	-0.0264
-3	0.0574	0.0929	-0.0235
-2.5	0.0527	0.0922	-0.0201
-2	0.0454	0.0916	-0.0165
-1.5	0.0360	0.0912	-0.0125
-1	0.0249	0.0910	-0.0084
-0.5	0.0127	0.0909	-0.0042
0	0.0000	0.0908	0.0000
0.5	-0.0127	0.0908	0.0042
1	-0.0249	0.0910	0.0084
1.5	-0.0360	0.0912	0.0125
2	-0.0454	0.0916	0.0165
2.5	-0.0527	0.0921	0.0201
3	-0.0574	0.0929	0.0235
3.5	-0.0593	0.0939	0.0264
4	-0.0586	0.0952	0.0289
4.5	-0.0555	0.0967	0.0310
5	-0.0503	0.0984	0.0328
5.5	-0.0429	0.1004	0.0341
6	-0.0337	0.1027	0.0350
6.5	-0.0228	0.1051	0.0355
7	-0.0106	0.1078	0.0357
7.5	0.0028	0.1107	0.0356
8	0.0173	0.1137	0.0352
8.5	0.0325	0.1169	0.0345
9	0.0485	0.1203	0.0336
9.5	0.0651	0.1238	0.0325
10	0.0823	0.1274	0.0312
10.5	0.1000	0.1312	0.0296
11	0.1181	0.1350	0.0279
11.5	0.1366	0.1390	0.0261
12	0.1554	0.1430	0.0240
12.5	0.1746	0.1472	0.0218
13	0.1940	0.1514	0.0195
13.5	0.2136	0.1558	0.0170
14	0.2334	0.1602	0.0144
14.5	0.2534	0.1648	0.0117
15	0.2735	0.1695	0.0088
15.5	0.2937	0.1743	0.0059
16	0.3140	0.1791	0.0028
16.5	0.3344	0.1840	-0.0004
20	0.2957	0.1909	-0.0864
30	0.2403	0.2155	-0.0943
40	0.2098	0.2440	-0.1010
50	0.1800	0.2715	-0.1065
60	0.1434	0.2928	-0.1100
70	0.0993	0.3031	-0.1110
80	0.0500	0.2989	-0.1094
90	0.0000	0.2780	-0.1051
100	-0.0350	0.2989	-0.1127
110	-0.0695	0.3031	-0.1170
120	-0.1004	0.2928	-0.1181
130	-0.1260	0.2715	-0.1169
140	-0.1469	0.2440	-0.1149
150	-0.1682	0.2155	-0.1153
160	-0.2070	0.1909	-0.1271
170	0.1154	0.1744	-0.5000
180	0.0000	0.1685	0.0000

Reynolds Number: 1e4
BV Dyn. Stall Model - Positive Stall AOA (deg): 1.0
BV Dyn. Stall Model - Negative Stall AOA (deg): -1.0
LB Dyn. Stall Model - Lift Coeff. Slope at Zero Lift AOA (per radian): 5.73
LB Dyn. Stall Model - Positive Critical Lift Coeff.: 1
LB Dyn. Stall Model - Negative Critical Lift Coeff.: -1
AOA (deg) CL CD Cm25
-180	0.0000	0.1818	0.0000
-170	-0.1112	0.1883	0.4000
-160	0.2378	0.2066	0.0137
-150	0.1908	0.2338	0.0210
-140	0.1651	0.2655	0.0291
-130	0.1406	0.2961	0.0370
-120	0.1115	0.3200	0.0433
-110	0.0769	0.3319	0.0468
-100	0.0386	0.3278	0.0468
-90	0.0000	0.3055	0.0426
-80	-0.0386	0.3278	0.0505
-70	-0.0769	0.3319	0.0548
-60	-0.1115	0.3200	0.0557
-50	-0.1406	0.2961	0.0542
-40	-0.1651	0.2655	0.0520
-30	-0.1908	0.2338	0.0526
-25	-0.2092	0.2194	0.0764
-24.5	-0.2114	0.2180	0.0725
-24	-0.2138	0.2167	0.0687
-23.5	-0.2163	0.2153	0.0655
-23	-0.2189	0.2140	0.0628
-22.5	-0.2217	0.2127	0.0589
-22	-0.2245	0.2115	0.0553
-21.5	-0.2276	0.2102	0.0520
-21	-0.2308	0.2090	0.0487
-20.5	-0.2342	0.2078	0.0456
-20	-0.2378	0.2066	0.0424
-19.5	-0.2416	0.2054	0.0391
-19	-0.2456	0.2043	0.0358
-18.5	-0.2499	0.2032	0.0326
-18	-0.2545	0.2021	0.0299
-17.5	-0.2594	0.2010	0.0258
-17	-0.2646	0.2000	0.0211
-16.5	-0.2702	0.1990	0.0176
-16	-0.3504	0.1904	0.0119
-15.5	-0.3129	0.1813	0.0052
-15	-0.2620	0.1664	-0.0050
-14.5	-0.2359	0.1599	-0.0093
-14	-0.2151	0.1548	-0.0121
-13.5	-0.1944	0.1498	-0.0148
-13	-0.1739	0.1449	-0.0173
-12.5	-0.1535	0.1401	-0.0197
-12	-0.1334	0.1354	-0.0220
-11.5	-0.1136	0.1307	-0.0242
-11	-0.0941	0.1262	-0.0262
-10.5	-0.0749	0.1218	-0.0280
-10	-0.0562	0.1175	-0.0297
-9.5	-0.0379	0.1134	-0.0312
-9	-0.0201	0.1093	-0.0325
-8.5	-0.0028	0.1055	-0.0336
-8	0.0137	0.1018	-0.0345
-7.5	0.0294	0.0983	-0.0351
-7	0.0441	0.0950	-0.0354
-6.5	0.0575	0.0920	-0.0354
-6	0.0694	0.0892	-0.0351
-5.5	0.0794	0.0867	-0.0343
-5	0.0869	0.0846	-0.0331
-4.5	0.0919	0.0828	-0.0314
-4	0.0939	0.0813	-0.0292
-3.5	0.0923	0.0802	-0.0265
-3	0.0868	0.0794	-0.0233
-2.5	0.0775	0.0789	-0.0197
-2	0.0651	0.0786	-0.0158
-1.5	0.0505	0.0785	-0.0119
-1	0.0344	0.0785	-0.0079
-0.5	0.0174	0.0785	-0.0039
0	0.0000	0.0785	0.0000
0.5	-0.0174	0.0784	0.0039
1	-0.0344	0.0784	0.0079
1.5	-0.0506	0.0785	0.0119
2	-0.0652	0.0786	0.0158
2.5	-0.0775	0.0788	0.0197
3	-0.0868	0.0793	0.0233
3.5	-0.0923	0.0801	0.0265
4	-0.0939	0.0812	0.0292
4.5	-0.0918	0.0827	0.0314
5	-0.0868	0.0845	0.0331
5.5	-0.0792	0.0867	0.0343
6	-0.0692	0.0891	0.0351
6.5	-0.0572	0.0919	0.0354
7	-0.0437	0.0949	0.0354
7.5	-0.0289	0.0982	0.0350
8	-0.0131	0.1017	0.0344
8.5	0.0035	0.1054	0.0335
9	0.0208	0.1093	0.0324
9.5	0.0387	0.1133	0.0311
10	0.0571	0.1175	0.0296
10.5	0.0760	0.1218	0.0279
11	0.0952	0.1262	0.0260
11.5	0.1148	0.1308	0.0240
12	0.1347	0.1354	0.0218
12.5	0.1548	0.1401	0.0195
13	0.1752	0.1450	0.0171
13.5	0.1958	0.1499	0.0145
14	0.2166	0.1550	0.0118
14.5	0.2375	0.1601	0.0090
15	0.2629	0.1663	0.0049
15.5	0.3149	0.1818	-0.0056
16	0.3524	0.1909	-0.0124
16.5	0.3860	0.1990	-0.0179
20	0.3397	0.2066	-0.0966
30	0.2726	0.2338	-0.1023
40	0.2358	0.2655	-0.1081
50	0.2009	0.2961	-0.1131
60	0.1593	0.3200	-0.1163
70	0.1098	0.3319	-0.1170
80	0.0551	0.3278	-0.1150
90	0.0000	0.3055	-0.1101
100	-0.0386	0.3278	-0.1180
110	-0.0769	0.3319	-0.1223
120	-0.1115	0.3200	-0.1232
130	-0.1406	0.2961	-0.1217
140	-0.1651	0.2655	-0.1195
150	-0.1908	0.2338	-0.1201
160	-0.2378	0.2066	-0.1334
170	0.1112	0.1883	-0.5000
180	0.0000	0.1818	0.0000

Reynolds Number: 2e4
BV Dyn. Stall Model - Positive Stall AOA (deg): 1.0
BV Dyn. Stall Model - Negative Stall AOA (deg): -1.0
LB Dyn. Stall Model - Lift Coeff. Slope at Zero Lift AOA (per radian): 5.73
LB Dyn. Stall Model - Positive Critical Lift Coeff.: 1
LB Dyn. Stall Model - Negative Critical Lift Coeff.: -1
AOA (deg) CL CD Cm25
-180	0.0000	0.1957	0.0000
-170	-0.1522	0.2014	0.4000
-160	0.3009	0.2176	0.0228
-150	0.2245	0.2415	0.0298
-140	0.1828	0.2690	0.0362
-130	0.1487	0.2949	0.0424
-120	0.1138	0.3140	0.0475
-110	0.0762	0.3215	0.0501
-100	0.0373	0.3135	0.0495
-90	0.0000	0.2883	0.0450
-80	-0.0373	0.3135	0.0539
-70	-0.0762	0.3215	0.0597
-60	-0.1138	0.3140	0.0627
-50	-0.1487	0.2949	0.0641
-40	-0.1828	0.2690	0.0661
-30	-0.2245	0.2415	0.0736
-24.5	-0.2587	0.2276	0.0635
-24	-0.2626	0.2265	0.0592
-23.5	-0.2666	0.2253	0.0561
-23	-0.2709	0.2241	0.0521
-22.5	-0.2753	0.2230	0.0491
-22	-0.2799	0.2219	0.0455
-21.5	-0.2848	0.2208	0.0425
-21	-0.2899	0.2197	0.0393
-20.5	-0.2953	0.2187	0.0365
-20	-0.3009	0.2176	0.0335
-19.5	-0.3069	0.2166	0.0306
-19	-0.3132	0.2156	0.0283
-18.5	-0.3199	0.2146	0.0254
-18	-0.3270	0.2136	0.0229
-17.5	-0.3345	0.2127	0.0209
-17	-0.3424	0.2118	0.0192
-16.5	-0.4597	0.2027	0.0167
-16	-0.4349	0.1955	0.0143
-15.5	-0.4126	0.1894	0.0123
-15	-0.3910	0.1837	0.0105
-14.5	-0.3696	0.1781	0.0087
-14	-0.3489	0.1729	0.0072
-13.5	-0.3299	0.1683	0.0060
-13	-0.3143	0.1646	0.0054
-12.5	-0.2884	0.1576	0.0035
-12	-0.2544	0.1494	0.0007
-11.5	-0.2326	0.1447	-0.0005
-11	-0.2099	0.1393	-0.0018
-10.5	-0.1745	0.1319	-0.0051
-10	-0.1452	0.1256	-0.0077
-9.5	-0.1190	0.1209	-0.0098
-9	-0.0801	0.1139	-0.0145
-8.5	-0.0272	0.1044	-0.0225
-8	0.0347	0.0944	-0.0330
-7.5	0.0521	0.0905	-0.0338
-7	0.0686	0.0868	-0.0344
-6.5	0.0837	0.0835	-0.0345
-6	0.0970	0.0805	-0.0343
-5.5	0.1079	0.0779	-0.0336
-5	0.1159	0.0757	-0.0324
-4.5	0.1205	0.0739	-0.0306
-4	0.1206	0.0726	-0.0281
-3.5	0.1151	0.0719	-0.0248
-3	0.1043	0.0716	-0.0211
-2.5	0.0895	0.0716	-0.0171
-2	0.0723	0.0718	-0.0132
-1.5	0.0542	0.0721	-0.0096
-1	0.0359	0.0723	-0.0062
-0.5	0.0179	0.0724	-0.0030
0	0.0000	0.0725	0.0000
0.5	-0.0179	0.0724	0.0030
1	-0.0359	0.0723	0.0062
1.5	-0.0542	0.0720	0.0096
2	-0.0724	0.0718	0.0132
2.5	-0.0896	0.0716	0.0171
3	-0.1044	0.0715	0.0211
3.5	-0.1152	0.0718	0.0249
4	-0.1206	0.0725	0.0281
4.5	-0.1205	0.0738	0.0306
5	-0.1158	0.0756	0.0324
5.5	-0.1078	0.0778	0.0336
6	-0.0967	0.0804	0.0343
6.5	-0.0833	0.0834	0.0345
7	-0.0681	0.0867	0.0343
7.5	-0.0515	0.0904	0.0338
8	-0.0340	0.0943	0.0329
8.5	0.0274	0.1042	0.0225
9	0.0803	0.1137	0.0145
9.5	0.1193	0.1207	0.0097
10	0.1458	0.1255	0.0076
10.5	0.1758	0.1319	0.0049
11	0.2107	0.1392	0.0017
11.5	0.2341	0.1448	0.0002
12	0.2557	0.1495	-0.0009
12.5	0.2896	0.1577	-0.0038
13	0.3159	0.1648	-0.0057
13.5	0.3314	0.1684	-0.0063
14	0.3504	0.1731	-0.0075
14.5	0.3712	0.1783	-0.0090
15	0.3926	0.1839	-0.0108
15.5	0.4142	0.1897	-0.0127
16	0.4365	0.1958	-0.0147
16.5	0.4613	0.2030	-0.0170
17	0.4892	0.2118	-0.0195
20	0.4299	0.2176	-0.0940
30	0.3208	0.2415	-0.0991
40	0.2612	0.2690	-0.1025
50	0.2124	0.2949	-0.1055
60	0.1625	0.3140	-0.1072
70	0.1089	0.3215	-0.1070
80	0.0533	0.3135	-0.1044
90	0.0000	0.2883	-0.0992
100	-0.0373	0.3135	-0.1082
110	-0.0762	0.3215	-0.1139
120	-0.1138	0.3140	-0.1169
130	-0.1487	0.2949	-0.1183
140	-0.1828	0.2690	-0.1203
150	-0.2245	0.2415	-0.1278
160	-0.3009	0.2176	-0.1558
170	0.1522	0.2014	-0.5000
180	0.0000	0.1957	0.0000

Reynolds Number: 4e4
BV Dyn. Stall Model - Positive Stall AOA (deg): 3.0
BV Dyn. Stall Model - Negative Stall AOA (deg): -3.0
LB Dyn. Stall Model - Lift Coeff. Slope at Zero Lift AOA (per radian): 4.309
LB Dyn. Stall Model - Positive Critical Lift Coeff.: 0.526
LB Dyn. Stall Model - Negative Critical Lift Coeff.: -0.526
AOA (deg) CL CD Cm25
-180	0.0000	0.2185	0.0000
-170	-0.1415	0.2238	0.4000
-160	-0.2830	0.2388	0.0014
-150	0.3224	0.2608	0.0359
-140	0.2421	0.2856	0.0510
-130	0.1834	0.3084	0.0607
-120	0.1321	0.3239	0.0679
-110	0.0839	0.3275	0.0726
-100	0.0391	0.3155	0.0741
-90	0.0000	0.2862	0.0716
-80	-0.0391	0.3155	0.0847
-70	-0.0839	0.3275	0.0956
-60	-0.1321	0.3239	0.1054
-50	-0.1834	0.3084	0.1164
-40	-0.2421	0.2856	0.1335
-30	-0.3224	0.2608	0.1690
-25	-0.3820	0.2492	0.0619
-24.5	-0.3892	0.2481	0.0590
-24	-0.3967	0.2470	0.0550
-23.5	-0.4046	0.2459	0.0505
-23	-0.4127	0.2448	0.0477
-22.5	-0.4212	0.2438	0.0423
-22	-0.4301	0.2428	0.0403
-21.5	-0.4393	0.2418	0.0349
-21	-0.4491	0.2408	0.0333
-20.5	-0.6384	0.2415	0.0286
-20	-0.6036	0.2296	0.0267
-19.5	-0.6080	0.2325	0.0223
-19	-0.5673	0.2192	0.0207
-18.5	-0.5694	0.2197	0.0168
-18	-0.5316	0.2089	0.0151
-17.5	-0.5208	0.2047	0.0121
-17	-0.5078	0.2014	0.0097
-16.5	-0.4777	0.1926	0.0078
-16	-0.4724	0.1894	0.0053
-15.5	-0.4582	0.1855	0.0036
-15	-0.4245	0.1766	0.0019
-14.5	-0.4106	0.1713	0.0001
-14	-0.4091	0.1686	-0.0011
-13.5	-0.3969	0.1646	-0.0018
-13	-0.3599	0.1558	-0.0034
-12.5	-0.3370	0.1494	-0.0046
-12	-0.3199	0.1439	-0.0054
-11.5	-0.3046	0.1387	-0.0059
-11	-0.2899	0.1336	-0.0061
-10.5	-0.2736	0.1285	-0.0062
-10	-0.2546	0.1232	-0.0063
-7.5	-0.2683	0.0945	-0.0045
-7	-0.2811	0.0880	-0.0030
-6.5	-0.3104	0.0826	0.0012
-6	-0.3889	0.0764	0.0099
-5.5	-0.3847	0.0739	0.0151
-5	-0.4075	0.0708	0.0223
-4.5	-0.4807	0.0661	0.0337
-4	-0.5944	0.0589	0.0490
-3.5	-0.5965	0.0570	0.0551
-3	-0.5939	0.0554	0.0606
-2.5	-0.6019	0.0532	0.0668
-2	-0.5945	0.0519	0.0714
-1.5	-0.4765	0.0550	0.0595
-1	-0.2928	0.0587	0.0366
-0.5	-0.1494	0.0599	0.0187
0	0.0002	0.0602	0.0000
0.5	0.1492	0.0599	-0.0187
1	0.2928	0.0587	-0.0366
1.5	0.4769	0.0549	-0.0596
2	0.5943	0.0519	-0.0714
2.5	0.6021	0.0531	-0.0668
3	0.5939	0.0554	-0.0606
3.5	0.5964	0.0570	-0.0551
4	0.5941	0.0589	-0.0490
4.5	0.4808	0.0661	-0.0337
5	0.4077	0.0708	-0.0223
5.5	0.3851	0.0738	-0.0151
6	0.3893	0.0763	-0.0099
6.5	0.3107	0.0825	-0.0012
7	0.2818	0.0879	0.0029
7.5	0.2684	0.0948	0.0040
10.5	0.2748	0.1285	0.0060
11	0.2912	0.1337	0.0059
11.5	0.3060	0.1388	0.0056
12	0.3213	0.1440	0.0051
12.5	0.3384	0.1495	0.0043
13	0.3612	0.1559	0.0032
13.5	0.3980	0.1647	0.0016
14	0.4111	0.1688	0.0008
14.5	0.4124	0.1715	-0.0004
15	0.4262	0.1768	-0.0022
15.5	0.4594	0.1857	-0.0040
16	0.4746	0.1898	-0.0056
16.5	0.4796	0.1930	-0.0081
17	0.5091	0.2016	-0.0101
17.5	0.5230	0.2052	-0.0125
18	0.5335	0.2093	-0.0155
18.5	0.5719	0.2204	-0.0172
19	0.5695	0.2198	-0.0211
19.5	0.6096	0.2330	-0.0228
20	0.6059	0.2304	-0.0272
20.5	0.6401	0.2421	-0.0291
21	0.6415	0.2408	-0.0338
30	0.4605	0.2608	-0.0463
40	0.3458	0.2856	-0.0620
50	0.2620	0.3084	-0.0693
60	0.1887	0.3239	-0.0734
70	0.1199	0.3275	-0.0752
80	0.0558	0.3155	-0.0748
90	0.0000	0.2862	-0.0715
100	-0.0391	0.3155	-0.0846
110	-0.0839	0.3275	-0.0956
120	-0.1321	0.3239	-0.1054
130	-0.1834	0.3084	-0.1164
140	-0.2421	0.2856	-0.1335
150	-0.3224	0.2608	-0.1689
160	0.2830	0.2388	0.0936
170	0.1415	0.2238	-0.5000
180	0.0000	0.2185	0.0000

Reynolds Number: 8e4
BV Dyn. Stall Model - Positive Stall AOA (deg): 4.0
BV Dyn. Stall Model - Negative Stall AOA (deg): -4.0
LB Dyn. Stall Model - Lift Coeff. Slope at Zero Lift AOA (per radian): 5.277
LB Dyn. Stall Model - Positive Critical Lift Coeff.: 0.829
LB Dyn. Stall Model - Negative Critical Lift Coeff.: -0.829
AOA (deg) CL CD Cm25
-180	0.0000	0.1682	0.0000
-170	-0.3761	0.1739	0.4000
-160	0.2521	0.1902	-0.0133
-150	0.1938	0.2143	0.0178
-140	0.1619	0.2422	0.0343
-130	0.1343	0.2691	0.0469
-120	0.1045	0.2899	0.0571
-110	0.0709	0.2998	0.0646
-100	0.0351	0.2953	0.0686
-90	0.0000	0.2744	0.0686
-80	-0.0351	0.2953	0.0798
-70	-0.0709	0.2998	0.0884
-60	-0.1045	0.2899	0.0946
-50	-0.1343	0.2691	0.0994
-40	-0.1619	0.2422	0.1056
-30	-0.1938	0.2143	0.1197
-25	-0.2169	0.2015	0.0615
-24.5	-0.2197	0.2002	0.0569
-24	-0.2226	0.1991	0.0523
-23.5	-0.2257	0.1979	0.0493
-22.5	-0.2323	0.1956	0.0412
-21.5	-0.2396	0.1934	0.0332
-21	-0.2436	0.1923	0.0292
-20.5	-0.2477	0.1912	0.0254
-20	-0.2521	0.1902	0.0227
-19.5	-0.6081	0.2181	0.0179
-19	-0.5807	0.2122	0.0161
-18.5	-0.5784	0.2073	0.0111
-18	-0.5477	0.2011	0.0099
-17.5	-0.5444	0.1958	0.0055
-17	-0.5168	0.1900	0.0040
-16.5	-0.5083	0.1840	0.0007
-16	-0.5165	0.1812	-0.0032
-15.5	-0.4721	0.1724	-0.0035
-15	-0.4888	0.1680	-0.0075
-14.5	-0.4416	0.1612	-0.0074
-13	-1.0746	0.0527	-0.0436
-12.5	-1.0324	0.0511	-0.0423
-12	-1.1134	0.0461	-0.0278
-11.5	-1.0813	0.0444	-0.0248
-11	-1.0912	0.0419	-0.0162
-10.5	-1.1014	0.0398	-0.0069
-10	-1.0782	0.0384	-0.0020
-9.5	-1.0677	0.0368	0.0047
-9	-1.0617	0.0352	0.0121
-8.5	-1.0542	0.0338	0.0193
-8	-1.0318	0.0328	0.0242
-7.5	-1.0072	0.0319	0.0288
-7	-0.9825	0.0311	0.0332
-6.5	-0.9569	0.0304	0.0373
-6	-0.9305	0.0298	0.0411
-5.5	-0.9028	0.0293	0.0444
-5	-0.8072	0.0297	0.0360
-4.5	-0.7244	0.0296	0.0296
-4	-0.6431	0.0298	0.0246
-3.5	-0.5653	0.0297	0.0202
-3	-0.4835	0.0296	0.0158
-2.5	-0.4013	0.0295	0.0118
-2	-0.3206	0.0292	0.0083
-1.5	-0.2346	0.0292	0.0048
-1	-0.1557	0.0289	0.0028
-0.5	-0.0859	0.0285	0.0024
0	0.0000	0.0285	0.0000
0.5	0.0859	0.0285	-0.0024
1	0.1557	0.0289	-0.0028
1.5	0.2346	0.0292	-0.0048
2	0.3206	0.0292	-0.0083
2.5	0.4012	0.0295	-0.0118
3	0.4834	0.0296	-0.0158
3.5	0.5653	0.0296	-0.0202
4	0.6431	0.0297	-0.0246
4.5	0.7241	0.0296	-0.0296
5	0.8073	0.0297	-0.0360
5.5	0.9029	0.0293	-0.0444
6	0.9302	0.0298	-0.0410
6.5	0.9567	0.0304	-0.0372
